X,Y,CONDITION,INTERSECTION_ID,NOTES,STATUS,ESTIMATED_YEAR_OF_IMPROVEMENT,YEAR_INSPECTED,GIS_ID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID
-8578579.3529777,4713506.16200981,Good,,yes,1,2030,2016,ADA_BusStopPt_1780,bblowe,2016/08/25 07:29:06+00,ADA,2024/06/27 20:40:41+00,,{C29E6C8C-9A34-4302-BC75-F6A71C244693},1780
-8578693.09084081,4713752.99115699,Good,,no,1,2030,2016,ADA_BusStopPt_1781,bblowe,2016/08/25 07:42:30+00,ADA,2024/06/27 20:40:41+00,,{2B181790-4FD8-43B5-8D09-29745773C7EB},1781
-8578718.76759163,4713753.05732544,Good,,no,1,2030,2016,ADA_BusStopPt_1782,bblowe,2016/08/25 07:43:00+00,ADA,2024/06/27 20:40:41+00,,{30ED0710-FEF8-48E6-8AC6-419B873279E3},1782
-8578881.36854272,4714192.42821677,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1783,bblowe,2016/08/25 07:55:48+00,ADA,2024/06/27 20:40:41+00,,{486C5476-A3FB-4040-970F-2A501AAB513C},1783
-8579000.82116088,4714439.78359253,Good,,yes,1,2030,2016,ADA_BusStopPt_1784,bblowe,2016/08/25 08:05:49+00,ADA,2024/06/27 20:40:41+00,,{29DE4F72-084A-406F-8F29-62116508C6AF},1784
-8579074.0228012,4714599.08968906,Fair,,yes,1,2030,2016,ADA_BusStopPt_1785,bblowe,2016/08/25 08:09:27+00,ADA,2024/06/27 20:40:41+00,,{DD9DCB57-CEFC-45C8-B103-0BC72FE3BA12},1785
-8579120.22754152,4714639.02360811,Good,,yes,1,2030,2016,ADA_BusStopPt_1786,bblowe,2016/08/25 08:11:24+00,ADA,2024/06/27 20:40:41+00,,{89EFD2D1-5696-48FC-A677-7C962B7DCCD3},1786
-8579285.8332516,4715002.17388768,Good,,yes,1,2030,2016,ADA_BusStopPt_1787,bblowe,2016/08/25 08:25:36+00,ADA,2024/06/27 20:40:41+00,,{90DD1DEA-237C-4945-9D9D-012CC8CA552E},1787
-8570522.40404559,4712679.78850443,Good,,yes,1,2030,2016,ADA_BusStopPt_1788,kshedrick,2016/08/25 09:52:19+00,ADA,2024/06/27 20:40:41+00,,{FCA132D5-9401-4BAC-B7C0-6CA947DF3189},1788
-8570144.75269662,4712695.30738625,Good,,no,1,2030,2016,ADA_BusStopPt_1789,kshedrick,2016/08/25 09:56:30+00,ADA,2024/06/27 20:40:41+00,,{E5F250C3-4478-4728-8CA7-0EA5A08ADBB6},1789
-8579054.90742513,4714493.85598871,Good,,yes,1,2030,2016,ADA_BusStopPt_1790,bblowe,2016/08/25 08:07:52+00,ADA,2024/06/27 20:40:41+00,,{0F50302B-BC17-4F93-9FD3-E87EFBE86BF2},1790
-8579166.2716657,4714740.35841197,Good,,yes,1,2030,2016,ADA_BusStopPt_1791,bblowe,2016/08/25 08:15:58+00,ADA,2024/06/27 20:40:41+00,,{91D954C3-35DD-45CB-ADC9-3E6EE394703A},1791
-8579154.71057609,4714796.27219632,Good,,yes,5,2030,2016,ADA_BusStopPt_1792,bblowe,2016/08/25 08:16:45+00,ADA,2024/06/27 20:40:41+00,,{EA2EF6A7-E255-4CB4-B8D7-75A35A8E1672},1792
-8579158.2675298,4714787.38771104,Good,,yes,1,2030,2016,ADA_BusStopPt_1793,bblowe,2016/08/25 08:18:38+00,ADA,2024/06/27 20:40:41+00,,{6700E91D-3134-4967-A746-1E8B4C5DFB70},1793
-8579283.55586853,4715063.60518875,Fair,,yes,1,2030,2016,ADA_BusStopPt_1794,bblowe,2016/08/25 08:26:56+00,ADA,2024/06/27 20:40:41+00,,{21D7E777-5BE7-4B06-B4E1-21139D7717F5},1794
-8570087.3558239,4712677.64144046,Good,,no,1,2030,2016,ADA_BusStopPt_1795,kshedrick,2016/08/25 09:58:03+00,ADA,2024/06/27 20:40:41+00,,{16BAAD99-B221-42A4-89E4-8FC95F8C52C5},1795
-8571213.89349079,4711999.62994888,Fair,,yes,1,2030,2016,ADA_BusStopPt_1796,kshedrick,2016/08/25 16:03:52+00,ADA,2024/06/27 20:40:41+00,,{0C578AB0-F6D3-4054-9DDF-C3CFD1D37A93},1796
-8570829.27559156,4712482.55055822,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1797,pkhouri,2016/08/25 17:49:18+00,ADA,2024/06/27 20:40:41+00,,{141D990C-2D8C-45E6-B716-A0B698162969},1797
-8570836.05484761,4712448.80920316,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1798,pkhouri,2016/08/25 17:49:56+00,ADA,2024/06/27 20:40:41+00,,{BD89B4F7-BE74-4BE1-BE8A-6A513E322665},1798
-8570898.02827025,4712680.78278926,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1799,pkhouri,2016/08/25 18:12:28+00,ADA,2024/06/27 20:40:41+00,,{895B3535-5F01-4C55-BA18-961BEEA6D773},1799
-8570878.65714594,4713193.50293926,Non-Compliant,,no bus pad,1,2030,2016,ADA_BusStopPt_1800,pkhouri,2016/08/25 19:22:16+00,ADA,2024/06/27 20:40:41+00,,{28DF9EED-83CD-47F0-A954-FEFDED92C909},1800
-8570775.08847174,4713088.86810385,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1801,pkhouri,2016/08/25 19:55:03+00,ADA,2024/06/27 20:40:41+00,,{4864DFD5-7149-4A46-8234-72D9B800FFB4},1801
-8570797.16981736,4712977.05539513,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1802,pkhouri,2016/08/25 20:01:11+00,ADA,2024/06/27 20:40:41+00,,{7628DBA4-8DC1-458D-ABD9-354F6175FE43},1802
-8570846.79411839,4712895.11692977,Fair,,No,1,2030,2016,ADA_BusStopPt_1803,pkhouri,2016/08/25 20:02:26+00,ADA,2024/06/27 20:40:41+00,,{DD19E437-23FA-4EDF-A23D-AEC33178EE86},1803
-8570627.09606913,4704402.66122573,Fair,,yes,1,2030,2016,ADA_BusStopPt_1804,dwilkins,2016/08/25 20:17:06+00,ADA,2024/06/27 20:40:41+00,,{AD41DBAF-948B-4F7F-AC7B-D358BB65410C},1804
-8570272.93908507,4713154.64666232,Non-Compliant,,no bus pad,5,2030,2016,ADA_BusStopPt_1805,pkhouri,2016/08/25 20:24:59+00,ADA,2024/06/27 20:40:41+00,,{6C061015-DFF9-4991-B87B-EA0748F43CF0},1805
-8570627.29412319,4712328.28594987,Fair,,yes,1,2030,2016,ADA_BusStopPt_1806,kshedrick,2016/08/25 08:30:57+00,ADA,2024/06/27 20:40:41+00,,{4E830F0C-1CE5-4B27-88D7-2B5526C09BE7},1806
-8570595.39015566,4712500.63870034,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1807,kshedrick,2016/08/25 08:33:53+00,ADA,2024/06/27 20:40:41+00,,{AF4686A0-E9BA-48F6-A047-F75B2457F124},1807
-8570533.18717477,4712732.67930399,Good,,yes,1,2030,2016,ADA_BusStopPt_1808,kshedrick,2016/08/25 08:42:00+00,ADA,2024/06/27 20:40:41+00,,{6FBEB2EA-BB01-4064-92B5-88CA672F2EFC},1808
-8574019.2929684,4712758.95512279,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1809,sbennett,2016/08/25 15:44:35+00,ADA,2024/06/27 20:40:41+00,,{2017C826-7646-4FAB-88FB-AA5BEA352A57},1809
-8574697.21273827,4716683.92502272,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1810,sbennett,2016/08/25 17:56:24+00,ADA,2024/06/27 20:40:41+00,,{BA2B71F9-C58C-4E9D-8371-0150E3CD6BC7},1810
-8570880.98997977,4712667.62848247,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1811,pkhouri,2016/08/25 18:20:10+00,ADA,2024/06/27 20:40:41+00,,{F179486F-0EC5-4F75-9661-9EF36AB46265},1811
-8570145.5766612,4708901.3170233,Fair,,yes,1,2030,2016,ADA_BusStopPt_1812,jmohammad,2016/08/25 19:30:10+00,ADA,2024/06/27 20:40:41+00,,{A63DFF06-06AB-4740-BC73-105355E7CC65},1812
-8570162.4578131,4708928.9611098,Good,,yes,1,2030,2016,ADA_BusStopPt_1813,jmohammad,2016/08/25 19:30:27+00,ADA,2024/06/27 20:40:41+00,,{E98D6C7C-7CC5-4691-B8D9-35FB90CCBE1B},1813
-8570481.54463506,4709115.45143324,Fair,,yes,1,2030,2016,ADA_BusStopPt_1814,jmohammad,2016/08/25 19:36:01+00,ADA,2024/06/27 20:40:41+00,,{43618E36-886A-4629-BF2E-2F5324CDDF87},1814
-8570483.08999552,4709136.67884956,Fair,,yes,1,2030,2016,ADA_BusStopPt_1815,jmohammad,2016/08/25 19:36:24+00,ADA,2024/06/27 20:40:41+00,,{990CEF9D-B2CC-4EA1-AA1D-7CBFDFA38574},1815
-8570565.45011864,4712860.28818511,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_1816,pkhouri,2016/08/25 20:00:49+00,ADA,2024/06/27 20:40:41+00,,{56601758-2C2F-4BA8-AF91-8297D730125D},1816
-8570763.88579416,4704403.10061918,Fair,,yes,1,2030,2016,ADA_BusStopPt_1817,dwilkins,2016/08/25 20:12:09+00,ADA,2024/06/27 20:40:41+00,,{8E69A266-7546-4A45-BD41-97A36DB1E0C8},1817
-8570356.89328954,4704402.31885929,Fair,,yes,1,2030,2016,ADA_BusStopPt_1818,dwilkins,2016/08/25 20:22:47+00,ADA,2024/06/27 20:40:41+00,,{DFD44E7D-B001-48CB-9E84-FCA55D47EF4E},1818
-8577996.64503065,4710691.57340949,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1819,bblowe,2016/08/25 20:37:50+00,ADA,2024/06/27 20:40:41+00,,{120B857E-E898-4409-A926-428198EF1246},1819
-8570530.22158736,4704262.98123035,Fair,,no,1,2030,2016,ADA_BusStopPt_1820,dwilkins,2016/08/25 20:40:12+00,ADA,2024/06/27 20:40:41+00,,{58A6C572-FC74-4584-B02C-76E0FCFB28BA},1820
-8578009.65087754,4711129.30902435,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1821,bblowe,2016/08/25 21:28:13+00,ADA,2024/06/27 20:40:41+00,,{7D230285-007E-47D8-A37C-FA8EDB6C4563},1821
-8570544.16398779,4707760.79931254,Fair,,yes,1,2030,2016,ADA_BusStopPt_1822,jmohammad,2016/08/25 21:39:13+00,ADA,2024/06/27 20:40:41+00,,{41E61FFD-AEEB-4B33-A05E-B70E3BC7E4F6},1822
-8571076.49929977,4708076.31008449,Fair,,yes,1,2030,2016,ADA_BusStopPt_1823,jmohammad,2016/08/25 21:45:24+00,ADA,2024/06/27 20:40:41+00,,{BB688034-A871-4615-993C-B0AD3575233F},1823
-8571244.80196816,4708168.5200875,Fair,,yes,1,2030,2016,ADA_BusStopPt_1824,jmohammad,2016/08/25 21:48:50+00,ADA,2024/06/27 20:40:41+00,,{1D3C5551-5E6D-4F76-B011-AEA096764946},1824
-8573999.63981059,4712643.24451434,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1825,sbennett,2016/08/25 16:49:20+00,ADA,2024/06/27 20:40:41+00,,{625CEB4B-EA79-45FB-B82C-E0FE3D0E66E4},1825
-8574323.72367818,4712613.54905783,Good,,Yes,1,2030,2016,ADA_BusStopPt_1826,sbennett,2016/08/25 16:59:00+00,ADA,2024/06/27 20:40:41+00,,{932FC09D-2902-48EA-9008-FA70A18CAF49},1826
-8574613.65874842,4714279.81108549,Good,,Yes,1,2030,2016,ADA_BusStopPt_1827,sbennett,2016/08/25 17:28:32+00,ADA,2024/06/27 20:40:41+00,,{2F6868EB-7AFE-4732-9958-C389FD6F6678},1827
-8574755.97750137,4715729.96337681,Fair,,No,5,2030,2016,ADA_BusStopPt_1828,sbennett,2016/08/25 17:39:58+00,ADA,2024/06/27 20:40:41+00,,{FC9C911E-C892-4705-9653-D8456D6AAAE2},1828
-8569517.42877888,4702801.99276082,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1829,hseyedinejad,2016/08/25 18:27:46+00,ADA,2024/06/27 20:40:41+00,,{53A9CDC9-521F-48CD-B87C-F9BCF2103C88},1829
-8574274.01170387,4712637.69634454,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1830,sbennett,2016/08/25 20:19:42+00,ADA,2024/06/27 20:40:41+00,,{61C629D3-DF32-4F2D-9794-4E5ECF3A8640},1830
-8569959.90940349,4702601.94748028,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1831,hseyedinejad,2016/08/25 20:21:41+00,ADA,2024/06/27 20:40:41+00,,{A030A520-817F-4C3F-9093-1BFD4C7C314B},1831
-8570942.89976726,4708796.41397783,Fair,,no,1,2030,2016,ADA_BusStopPt_1832,jmohammad,2016/08/25 20:28:44+00,ADA,2024/06/27 20:40:41+00,,{235A98FE-C92D-4062-9F79-F9E4896CBC67},1832
-8570243.27623695,4702667.63727207,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_1833,hseyedinejad,2016/08/25 22:15:10+00,ADA,2024/06/27 20:40:41+00,,{AC5587A1-63BE-480D-9B93-807103467AE4},1833
-8568398.01619539,4701968.23644524,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1834,cwright,2016/08/25 22:43:21+00,ADA,2024/06/27 20:40:41+00,,{3DD56043-DED9-42FC-8170-6CF37D43F811},1834
-8568551.9516034,4702056.44761166,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1835,cwright,2016/08/25 22:46:17+00,ADA,2024/06/27 20:40:41+00,,{3B988967-4409-4D2F-9C52-E4DD98F36490},1835
-8568553.55475505,4702080.16546942,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1836,cwright,2016/08/25 22:46:32+00,ADA,2024/06/27 20:40:41+00,,{CEF3258B-AA29-44B9-84EB-ED01F0A7C52B},1836
-8577982.97254854,4710666.59721093,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1837,bblowe,2016/08/25 20:41:43+00,ADA,2024/06/27 20:40:41+00,,{F502E1D1-D04B-4CAA-93E3-A9EBECDA564C},1837
-8578024.72073893,4711120.12213974,Fair,,yes,1,2030,2016,ADA_BusStopPt_1838,bblowe,2016/08/25 21:17:23+00,ADA,2024/06/27 20:40:41+00,,{0D8F171A-F2F9-4E62-80AD-C6F92E682F42},1838
-8570179.51845166,4707583.77810973,Fair,,yes,1,2030,2016,ADA_BusStopPt_1839,jmohammad,2016/08/25 21:22:02+00,ADA,2024/06/27 20:40:41+00,,{C1E4E8EA-00C6-4362-A7F4-FE3917283AE8},1839
-8570318.60573454,4707636.59172321,Fair,,yes,1,2030,2016,ADA_BusStopPt_1840,jmohammad,2016/08/25 21:29:02+00,ADA,2024/06/27 20:40:41+00,,{9345ECE3-2F7E-4D41-AA7C-92E2924029B6},1840
-8570484.68664246,4707750.14869905,Fair,,yes,1,2030,2016,ADA_BusStopPt_1841,jmohammad,2016/08/25 21:32:19+00,ADA,2024/06/27 20:40:41+00,,{978E1146-373A-448F-B3AA-3E1ECD08249B},1841
-8570866.13034529,4707961.01890632,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1842,jmohammad,2016/08/25 21:42:26+00,ADA,2024/06/27 20:40:41+00,,{62A0E97B-F922-4CD0-A26A-EB7BC39AE4E2},1842
-8570997.76384897,4708005.88801765,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1843,jmohammad,2016/08/25 21:43:11+00,ADA,2024/06/27 20:40:41+00,,{C2E83E24-05C9-49B5-BD2F-419622670144},1843
-8571017.22907506,4713193.24744285,Fair,,No,1,2030,2016,ADA_BusStopPt_1844,pkhouri,2016/08/25 21:44:32+00,ADA,2024/06/27 20:40:41+00,,{6BBB4D1C-EC5F-496B-B186-150C6740F4C4},1844
-8571052.30419361,4713177.21371015,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1845,pkhouri,2016/08/25 21:46:29+00,ADA,2024/06/27 20:40:41+00,,{4169A08A-4A2D-47CE-873A-22137806D546},1845
-8568311.16405569,4702463.30502573,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1846,cwright,2016/08/25 21:51:57+00,ADA,2024/06/27 20:40:41+00,,{1C7F1163-01E4-4FBC-B1BD-9F4A8B6B4677},1846
-8571574.51217202,4708354.40879282,Good,,yes,1,2030,2016,ADA_BusStopPt_1847,jmohammad,2016/08/25 21:57:43+00,ADA,2024/06/27 20:40:41+00,,{55F4D9B4-5BBE-4CFA-BA0A-B0E5BE5C6D19},1847
-8568255.16082208,4702059.23125874,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1848,cwright,2016/08/25 22:10:43+00,ADA,2024/06/27 20:40:41+00,,{7F9D4292-7405-463B-9DF3-F21117CC7871},1848
-8568147.72045827,4701815.81856579,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1849,cwright,2016/08/25 22:23:11+00,ADA,2024/06/27 20:40:41+00,,{898AD2AF-D342-4D63-8EE1-4CE7EE382681},1849
-8568147.0345255,4701746.81774609,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_1850,cwright,2016/08/25 22:27:00+00,ADA,2024/06/27 20:40:41+00,,{57BB5EAD-C3C5-49B2-8B9B-5ABF2D83E1E6},1850
-8572856.51478183,4705294.01493282,Fair,,yes,1,2030,2016,ADA_BusStopPt_1851,dwilkins,2016/08/25 21:49:57+00,ADA,2024/06/27 20:40:41+00,,{E5C8E94A-8881-4764-9E5A-ABCF016ACF84},1851
-8568292.3260402,4702472.9964218,Fair,,Yes,1,2030,2016,ADA_BusStopPt_1852,cwright,2016/08/25 21:52:07+00,ADA,2024/06/27 20:40:41+00,,{0A471BB8-849C-4C9D-807A-E221893F1E04},1852
-8572641.42347189,4704984.65792344,Fair,,yes,1,2030,2016,ADA_BusStopPt_1853,dwilkins,2016/08/26 06:19:23+00,ADA,2024/06/27 20:40:41+00,,{D44CF43A-FCC5-4A0A-B729-8BF300EBCE3F},1853
-8569953.5072882,4708839.25740963,Good,,yes,1,2030,2016,ADA_BusStopPt_1854,jmohammad,2016/08/26 06:44:33+00,ADA,2024/06/27 20:40:41+00,,{40778F71-7A6E-4767-B9E9-6B2938D0899D},1854
-8569973.73077766,4708747.26990358,Fair,,yes,1,2030,2016,ADA_BusStopPt_1855,jmohammad,2016/08/26 07:16:27+00,ADA,2024/06/27 20:40:41+00,,{801CF788-91D6-4251-9678-FA2F17F542EF},1855
-8570253.71943698,4708233.35100494,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1856,jmohammad,2016/08/26 07:39:13+00,ADA,2024/06/27 20:40:41+00,,{20E342B2-BF57-48CE-B9E4-F298A25E6301},1856
-8570165.40379451,4707630.91439597,Fair,,yes,1,2030,2016,ADA_BusStopPt_1857,jmohammad,2016/08/26 08:09:13+00,ADA,2024/06/27 20:40:41+00,,{04818FEB-3920-4779-BA5B-A87BD5CA6C26},1857
-8571133.14142946,4711979.15307237,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1858,kshedrick,2016/08/26 06:48:09+00,ADA,2024/06/27 20:40:41+00,,{07C5CFF4-B10C-4638-A695-2C6BBFBE9844},1858
-8570125.35084135,4708472.05875092,Fair,,yes,1,2030,2016,ADA_BusStopPt_1859,jmohammad,2016/08/26 07:24:49+00,ADA,2024/06/27 20:40:41+00,,{56743591-908C-4B80-9CC1-3B0F974AD746},1859
-8570059.95153353,4707823.89780494,Fair,,yes,1,2030,2016,ADA_BusStopPt_1860,jmohammad,2016/08/26 08:12:25+00,ADA,2024/06/27 20:40:41+00,,{B5C6DC47-B026-49D2-B2FA-341A9F8777BA},1860
-8569929.83933285,4708063.87021786,Fair,,yes,1,2030,2016,ADA_BusStopPt_1861,jmohammad,2016/08/26 08:21:16+00,ADA,2024/06/27 20:40:41+00,,{9C4DC2EE-A345-4277-85CB-C767099716F4},1861
-8569839.84701406,4708230.10653656,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1862,jmohammad,2016/08/26 08:27:14+00,ADA,2024/06/27 20:40:41+00,,{7770963C-4CDF-4747-9D39-DFE3E9A37BD4},1862
-8569765.63332541,4708366.61288407,Fair,,yes,1,2030,2016,ADA_BusStopPt_1863,jmohammad,2016/08/26 08:32:07+00,ADA,2024/06/27 20:40:41+00,,{7DF9EAAA-BD00-4897-A79B-B9D6935EE683},1863
-8569654.77162709,4708568.36214022,Fair,,yes,1,2030,2016,ADA_BusStopPt_1864,jmohammad,2016/08/26 08:38:42+00,ADA,2024/06/27 20:40:41+00,,{CBF9ED3A-C315-44B2-BECC-28AA69D7EF5B},1864
-8568703.06413849,4707938.27146869,Fair,,yes,1,2030,2016,ADA_BusStopPt_1865,jmohammad,2016/08/26 14:31:00+00,ADA,2024/06/27 20:40:41+00,,{6875B53B-B77A-4709-B09F-157CE35D8CC7},1865
-8568924.74859201,4707823.47745414,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1866,jmohammad,2016/08/26 14:35:34+00,ADA,2024/06/27 20:40:41+00,,{DF711FA0-EB70-4260-99A0-5518A7523B09},1866
-8568916.96613372,4707800.89936604,Fair,,yes,1,2030,2016,ADA_BusStopPt_1867,jmohammad,2016/08/26 14:37:13+00,ADA,2024/06/27 20:40:41+00,,{33CEB16E-78BC-4035-B41D-816DF1C4A3E5},1867
-8569124.59320571,4707692.05297157,Fair,,yes,1,2030,2016,ADA_BusStopPt_1868,jmohammad,2016/08/26 14:41:32+00,ADA,2024/06/27 20:40:41+00,,{A4877339-BB42-4158-90D6-44DF63C9E825},1868
-8569239.56370739,4707710.37461678,Good,,,5,2030,2016,ADA_BusStopPt_1869,jmohammad,2016/08/26 14:46:31+00,ADA,2024/06/27 20:40:41+00,,{E31098F8-8C1A-40B8-AA9F-F8217FCC1C4B},1869
-8569298.51783593,4707601.57475655,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1870,jmohammad,2016/08/26 14:52:09+00,ADA,2024/06/27 20:40:41+00,,{A4E691FC-536C-44E5-9A91-9A92613B1453},1870
-8569457.67802355,4707553.06044336,Fair,,yes,1,2030,2016,ADA_BusStopPt_1871,jmohammad,2016/08/26 15:00:38+00,ADA,2024/06/27 20:40:41+00,,{243A1510-645E-4AB4-BC2A-CCF669EAEFF0},1871
-8569621.92436294,4707462.0515237,Fair,,yes,1,2030,2016,ADA_BusStopPt_1872,jmohammad,2016/08/26 15:05:33+00,ADA,2024/06/27 20:40:41+00,,{9B41E00B-0E15-4025-A926-C469714D4A68},1872
-8569647.39178096,4707426.15043309,Good,,yes,1,2030,2016,ADA_BusStopPt_1873,jmohammad,2016/08/26 15:06:40+00,ADA,2024/06/27 20:40:41+00,,{2717AD2B-A5DB-415E-A880-5CDBE211215E},1873
-8571608.96992124,4710691.14104185,Fair,,yes,1,2030,2016,ADA_BusStopPt_1874,kshedrick,2016/08/26 07:48:31+00,ADA,2024/06/27 20:40:41+00,,{43A18B32-DE09-49E7-9532-E477F3EFEA29},1874
-8571553.41995217,4710702.97071066,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1875,kshedrick,2016/08/26 07:52:51+00,ADA,2024/06/27 20:40:41+00,,{2BE1A356-640D-4B80-A508-091D8663FD72},1875
-8571337.71192424,4710835.72446164,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1876,kshedrick,2016/08/26 07:58:13+00,ADA,2024/06/27 20:40:41+00,,{A5A74378-2966-4F97-8FF7-2B6348D2F281},1876
-8571235.2921889,4710916.82658887,Good,,yes,1,2030,2016,ADA_BusStopPt_1877,kshedrick,2016/08/26 08:01:54+00,ADA,2024/06/27 20:40:41+00,,{1C4CEDBF-58A9-43BB-BC79-3500C99A5380},1877
-8571403.96055628,4710812.94662837,Good,,yes,1,2030,2016,ADA_BusStopPt_1878,kshedrick,2016/08/26 07:57:31+00,ADA,2024/06/27 20:40:41+00,,{82C6722F-B266-414E-8EBB-8CB25B3B9061},1878
-8571215.28745653,4710910.56029239,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1879,kshedrick,2016/08/26 08:01:34+00,ADA,2024/06/27 20:40:41+00,,{8B5E5791-EEF3-4BDE-BD39-A264B0D8DEB0},1879
-8571034.83657166,4711951.92591694,Fair,,no,1,2030,2016,ADA_BusStopPt_1880,kshedrick,2016/08/26 08:26:44+00,ADA,2024/06/27 20:40:41+00,,{431E98EF-E2A8-4FB1-B36F-F44DB52A781E},1880
-8571166.84386357,4711551.3258051,Fair,,yes,1,2030,2016,ADA_BusStopPt_1881,kshedrick,2016/08/26 08:39:23+00,ADA,2024/06/27 20:40:41+00,,{B7C897DB-C328-4AFF-9A68-9837EE841532},1881
-8571167.24495912,4711073.11597842,Fair,,no,1,2030,2016,ADA_BusStopPt_1882,kshedrick,2016/08/26 08:48:28+00,ADA,2024/06/27 20:40:41+00,,{143BBB3C-83F3-4521-97A6-F5B6E4699A39},1882
-8571640.99754389,4711026.66963623,Fair,,yes,1,2030,2016,ADA_BusStopPt_1883,kshedrick,2016/08/26 09:26:35+00,ADA,2024/06/27 20:40:41+00,,{B17AC19E-E712-4176-8ACA-D3AAD788C722},1883
-8571471.70954819,4711027.29690287,Fair,,yes,1,2030,2016,ADA_BusStopPt_1884,kshedrick,2016/08/26 09:29:53+00,ADA,2024/06/27 20:40:41+00,,{2977BCC4-7CAF-4B2B-8C3F-74C8484BE2F5},1884
-8571047.40107804,4711938.34360797,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1885,kshedrick,2016/08/26 08:27:39+00,ADA,2024/06/27 20:40:41+00,,{E883055D-2F78-45D9-A460-4AFFD0B3BFE9},1885
-8571183.07871458,4711584.6808809,Fair,,no,1,2030,2016,ADA_BusStopPt_1886,kshedrick,2016/08/26 08:37:23+00,ADA,2024/06/27 20:40:41+00,,{FF4E21A3-96DE-4972-96E0-6BFAC52EAC8F},1886
-8571182.14583474,4711303.84504129,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1887,kshedrick,2016/08/26 08:43:04+00,ADA,2024/06/27 20:40:41+00,,{73A4FF87-121A-45B5-8A0D-E1BCDF31F07D},1887
-8571167.64969161,4711264.76954073,Fair,,yes,1,2030,2016,ADA_BusStopPt_1888,kshedrick,2016/08/26 08:45:08+00,ADA,2024/06/27 20:40:41+00,,{0F15D7D6-1A4D-4F03-9679-25EA227DD55F},1888
-8571182.82233921,4711057.65643781,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1889,kshedrick,2016/08/26 08:48:45+00,ADA,2024/06/27 20:40:41+00,,{FEBF740F-629D-4CD5-851F-29C2B1C944DC},1889
-8571608.83551791,4711011.95656854,Fair,,yes,1,2030,2016,ADA_BusStopPt_1890,kshedrick,2016/08/26 09:27:00+00,ADA,2024/06/27 20:40:41+00,,{70D2DC51-42A2-4614-AEA1-7BFFB927A866},1890
-8571443.4026954,4711011.36898161,Fair,,yes,1,2030,2016,ADA_BusStopPt_1891,kshedrick,2016/08/26 09:30:11+00,ADA,2024/06/27 20:40:41+00,,{E03BA19B-C1EF-46A7-A19F-0B0650684581},1891
-8571157.79894271,4711572.23541584,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_1892,kshedrick,2016/08/26 09:58:17+00,ADA,2024/06/27 20:40:41+00,,{EF416246-AAF0-4030-92B3-7EF7DAC48980},1892
-8572641.22268185,4711154.47708124,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_1893,sbennett,2016/08/26 16:13:01+00,ADA,2024/06/27 20:40:41+00,,{7BB4BC74-75B7-4B3C-A4BA-341CA4908F1E},1893
